"glytoucan_ac","sequence_glycam_iupac"
"G20551LK","DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20578GS","DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G20621ZX","DGlcpa1-2DManpa1-2DManpa1-2DManpa1-3[DManpa1-6DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20656CW","LFucpa1-2DGlcpNAcb1-"
"G20711NK","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20720CG","DGalpa1-4DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpa1-4DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20744UW","DGalpa1-3[DGalpa1-4]DGalpb1-4DGlcpNAcb1-"
"G20749KW","DGalpNAcb1-4DGlcpAb1-3DGalpb1-3DGalpb1-4DXylpa1-"
"G20757EV","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G20785YF","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6]DGalpNAcb1-"
"G20789WJ","DGlcpb1-4DGlcpa1-1DGlcpa1-"
"G20815TK","DGalpb1-4DGlcpNAcb1-2[DGalpb1-3DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20818VS","DGlcpNAca1-4DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G20873FQ","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20879UO","DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DGalpb1-3]DGalpNAcb1-"
"G20880AT","DGlcpb1-3DGlcpNAcb1-"
"G20885BK","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20919FV","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4[DGalpb1-4DGlcpNAcb1-2]DManpa1-3/6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G20924UR","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G20926BB","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20942TC","DGalpa1-3DGalpb1-4DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-4DGlcpb1-"
"G20946SK","DGalpb1-4DGlcpNAcb1-4DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-6[DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20956ZK","DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G20966TZ","DManpa1-3[DManpa1-6]DManpa1-6[DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G20983SP","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G20991HR","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21050RT","DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-4[LFucpa1-2DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21079PB","DGlcpNAca1-2DManpb1-3DGlcpNAca1-"
"G21097FW","DGlcpa1-3DGalpa1-"
"G21100JS","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[LFucpa1-2DGalpb1-4DGlcpNAcb1-4]DManpa1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21112ZO","DLyxpb1-"
"G21113AK","DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6][DGalpb1-4]DGlcpb1-"
"G21130MT","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G21222YH","DNeup5Aca2-6DGalpNAcb1-4DGlcpNAcb1-3DGalpb1-3DGalpb1-4DGlcpb1-"
"G21246OH","DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6[DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21263MC","DGalpb1-4DGalpa1-4DGlcpb1-"
"G21290RB","DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21293AK","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGalpNAcb1-3DGalpb1-4DGlcpb1-"
"G21295FZ","DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpb1-"
"G21297DP","LFucpa1-2DGalpb1-4DGlcpNAcb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpb1-3DGalpNAca1-"
"G21319HP","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21326MT","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21359NQ","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21381MC","DManpa1-3[DManpa1-6]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21411AR","DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-4DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21412CQ","DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-3]DGalpNAca1-"
"G21459ST","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21469TE","DGalpb1-3DGlcpNAca1-"
"G21477HL","DManpb1-6DManpb1-3[DManpa1-4DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21499IF","DGlcpAb1-3[DGlcpNAcb1-6]DGlcpNAcb1-"
"G21507RO","DNeup5Aca2-6DGalpb1-3DGalpNAca1-"
"G21513QX","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-4DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21570BS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G21586RO","DGalpNAc[3|4S]b1-4DGlcpNAcb1-2DManpa1-3[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21617JG","LFucpa1-3DGlcpNAca1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-"
"G21620YQ","DGalpb1-3DGlcpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpNAcb1-"
"G21631MS","DGlcpa1-6DGlcpa1-2DGlcpa1-"
"G21647CX","DManp[6P]a1-2DManpa1-"
"G21652BV","LFucpa1-3DGalpNAcb1-3DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-"
"G21672LC","DGalpa1-3[LFucpa1-2]DGalpb1-3[DGlcpNAc[6S]b1-6]DGalpNAca1-"
"G21672MV","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21679ID","DGalpa1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21686UF","DNeup5Ac[9A]a2-8DNeup5Aca2-8DNeup5Aca2-3[DNeup5Aca2-3DGalpb1-3DGalpNAcb1-4]DGalpb1-4DGlcpb1-"
"G21696DT","LFucpa1-3DGlcpNAcb1-6[DGalpb1-3]DGalpb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpNAca1-"
"G21705OS","DNeup5Aca2-3[DGalpNAcb1-4]DGalpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G21705YX","DGalpb1-3DGlcpNAcb1-2DManpa1-"
"G21727XX","DGalpNAca1-2DGalpb1-"
"G21737WY","DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21755KD","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G21756MV","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21788RU","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21802LM","DGlcpa1-4DGalpb1-6DGalfb1-3DGalpNAcb1-"
"G21808VY","DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-"
"G21828TB","DGalpNAcb1-3DGalpb1-4DGalpNAcb1-3DGalpb1-4DGlcpa1-"
"G21845NG","LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6[LFucpa1-2DGalpb1-3]DGalpNAca1-"
"G21856LC","DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-"
"G21916IS","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6[DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G21942OP","DGlcpb1-3[DGlcpb1-4][DGlcpb1-6]DGlcpa1-"
"G21978PS","DManpa1-2DManpa1-3DManpa1-2DManpa1-2DManpa1-2DManpa1-"
"G21989SY","DGalpb1-4DGalpb1-4DGlcpNAcb1-6[LFucpa1-3DGalpb1-3]DGalpNAca1-"
"G22026YZ","DGlcpNAcb1-4[DManpb1-6]DManpa1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22046GD","DGalpa1-4DGalpa1-4DGalpb1-"
"G22048BB","DGalpb1-4DGlcpNAcb1-2DManpa1-3/6[DGlcpNAcb1-2DManpa1-3/6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22063DR","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-"
"G22070LE","DGlcpNAcb1-6DGalpb1-4DGlcpNAcb1-6[DGalpb1-3]DGalpNAcb1-"
"G22098NU","DGalpb1-4DGlcpNAcb1-2DManpa1-3[LFucpa1-3DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22107KA","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[DGlcpNAcb1-4]DManpa1-3[DGlcpNAcb1-2[DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22171KQ","DGalpa1-4DGalpb1-4DGlcpNAcb1-6DGalpNAcb1-"
"G22185MF","DGlcpNAcb1-4[DGlcpNAcb1-6]DGalpNAca1-"
"G22185QM","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpb1-"
"G22195XQ","DGlcpb1-4DGlcpNAca1-"
"G22215XV","DNeup5Aca2-3[LFucpa1-4]DGalpb1-3DGlcpNAcb1-"
"G22222BH","DGlcpNAca1-4DGalpb1-3[DNeup5Aca2-6]DGalpNAca1-"
"G22353JW","DGlcpNAcb1-4DGlcpb1-"
"G22361XJ","DNeup5Aca2-6DGalpb1-4[LFucpa1-6]DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22388FD","DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22418PV","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-"
"G22493AJ","DGalpb1-3/4[LFucpa1-3/4]DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22493WB","DGlcpb1-3[DGlcpb1-6]DGlcpb1-6DGlcpb1-6[DGlcpb1-3]DGlcpb1-6DGlcpb1-"
"G22536LR","LFucpa1-3DGlcpNAcb1-6DGalpNAca1-"
"G22546XD","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22558JP","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4]DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22571UF","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAca1-"
"G22573RC","DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22623VD","DGalpa1-6DGalpa1-6DGalpb1-"
"G22626SX","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[DGalpb1-4DGlcpNAcb1-3]DGalpNAca1-"
"G22631IE","DGlcpb1-3DGlcpb1-3DGlcpb1-3DGlcpb1-3DGlcpb1-3DGlcpb1-3DGlcpa1-"
"G22639EF","DManpa1-3DManpb1-4DGlcpNAca1-4DGlcpNAcb1-"
"G22678XU","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-3[DManpa1-6]DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22689CV","DGalpa1-3[LFucpa1-2]DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G22708NH","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6[DGalpb1-3DGlcpNAcb1-3]DGalpb1-4DGlcpb1-"
"G22728HO","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22768VO","DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22795QB","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G22821ZY","DGlcpb1-3/4[LArapa1-3/4]DXylpb1-"
"G22851QT","DManpa1-2DManpa1-2DManpa1-3DManpb1-4DGlcpNAcb1-"
"G22852AR","DNeup5Aca2-3[DGalpNAca1-4]DGalpb1-3DGalpNAca1-"
"G22865RK","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G22898AD","DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2/4DManpa1-"
"G22898PA","DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DManpa1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23000DQ","DGlcpNAcb1-6DManpa1-6DManpb1-"
"G23021IW","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6[LFucpa1-2DGalpb1-3]DGalpNAca1-"
"G23046QV","DManpa1-3[DManpa1-6]DManpa1-6[DManpa1-3]DManpb1-"
"G23052GU","DGlcpNAcb1-3DGalpb1-3DGlcpb1-"
"G23060KN","DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23066SI","LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-3[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-"
"G23094JF","DNeup5Aca2-3DGalpb1-4DGlcpNAca1-"
"G23099XP","DNeup5Aca2-3/6DGalpb1-4DGlcpNAcb1-2DManpa1-3/6[DManpa1-3/6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23119MJ","LFucpa1-2DGalpb1-4DGlcpNAcb1-6[LFucpa1-2DGalpb1-3]DGalpNAca1-"
"G23140KG","DManpa1-3[DManpa1-6]DManpa1-4DGlcpNAca1-4DGlcpNAca1-"
"G23142YD","DNeup5Aca2-6DGalpb1-4DGlcpNAc[6S]b1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23166NU","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23210FC","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23221OS","LManfa1-"
"G23262BU","LFucpa1-2DGalpb1-4DGlcpNAc[6S]b1-6[DGalpb1-3]DGalpNAcb1-"
"G23295TF","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6[DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23324HP","LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-4DGalpb1-"
"G23325BK","DNeup5Acb2-3DGalpb1-4DGlcpNAcb1-2DManpb1-3[DManpb1-3DManpb1-6]DManpa1-4DGlcpNAcb1-4[DFucpb1-6]DGlcpNAcb1-"
"G23340ZN","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-2DManpa1-6[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23345GE","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DGalp[3S]b1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23347CS","DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-3DGalpb1-4DGlcpb1-"
"G23378JF","DGlcpNAcb1-2[DGlcpNAcb1-4]DManpb1-"
"G23405LR","DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-"
"G23416IW","DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-6[DGlcpNAcb1-2]DManpa1-6]DManpb1-4DGlcpNAcb1-4[DFucpa1-6]DGlcpNAcb1-"
"G23419AQ","LFucpa1-2DGalpb1-3DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2DManpa1-6][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23438NR","DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpNAca1-"
"G23447MZ","DGlcpNAcb1-6DGalpNAcb1-"
"G23450YU","DManpa1-6DManpb1-3[DManpb1-3DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23458QH","LFucpa1-2DGalpb1-4DGlcpNAcb1-2[LFucpa1-2DGalpb1-4DGlcpNAcb1-6]DManpa1-6[DGalpb1-4DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23467VT","DGalpb1-6DGalpa1-"
"G23473UO","DNeup5Aca2-3DGalpa1-3[LFucpa1-4]DGlcpNAcb1-"
"G23484GM","DGalpNAcb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-6]DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23491CM","DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-"
"G23494UZ","LFucpa1-2DGalpb1-3[DGlcpNAcb1-6][LFucpa1-2]DGalpb1-3DGalpNAca1-"
"G23503WH","DGalpa1-2DGalpa1-2DGalpb1-"
"G23546LY","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4[LFucpa1-6]DGlcpNAcb1-"
"G23553FE","DManpb1-3[DManpb1-6]DManpa1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23577TY","DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-6[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-2DManpa1-3][DGlcpNAcb1-4]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23601EL","DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-4[DGlcpNAcb1-2]DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
"G23616ZX","DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-"
